"country"	"core_capacity"	"requirement"	"action"	"year_number"	"year_calendar"	"cost"	"currency"	"notes"
"Benin"	"D.1 National Laboratory System"	"Créer une plateforme d’échanges de résultats entre le laboratoire National de santé humaine et le Laboratoire National de santé animale"	"Prendre un arrêté interministériel formalisant cette plateforme"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Rendre disponibles le manuel de procédures opérationnelles pour les tests de laboratoires des maladies à potentiels épidémique biologie humaine et vétérinaire"	"Organiser un atelier (40 personnes pendant 5 jours) pour la validation du manuel de procédures opérationnelles des tests de laboratoires des maladies à potentiel épidémique"	"1"	"2019"	"10780000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Renforcer le plateau technique du LNSP pour le diagnostic des maladies à potentiel épidémique"	"Acquérir des équipements pour le laboratoire de diagnostic des maladies à potentiel épidémique : Incinérateur, Autoclave à contrôle manuel 81518, Etuve à CO2 39 2340 H, Congélateur - 80°C 381HC, Agitateur vortex 11118 Top-Mix"	"1"	"2019"	"13950000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Coordonner le système d'approvisionnement en produits de diagnostic in vitro"	"Mettre en place une structure de coordination de l'approvisionnement des produits de diagnostic in vitro"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Mettre à la disposition du personnel de laboratoire des équipements de protection individuelle (EPI) et tout le matériel nécessaire pour garantir la bio sureté et la biosécurité en dehors des périodes de gestion des épidémies"	"Former 90 Biologistes Médicaux en 5 sessions de 30 participants pendant 3 jours sur le port de l'EPI, la réalisation du triple emballage et le transport de matières infectieuses"	"1,3"	"2019, 2021"	"39890000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Mettre à la disposition du personnel de laboratoire des équipements de protection individuelle (EPI) et tout le matériel nécessaire pour garantir la bio sureté et la biosécurité en dehors des périodes de gestion des épidémies"	"Former 25 techniciens de laboratoire en santé animale en une session de 3 jours sur le port de l'EPI, la réalisation du triple emballage et le transport de matières infectieuses"	"1,3"	"2019, 2021"	"11880000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Renforcer le système de communication entre acteurs du système du Laboratoire pour la gestion des résultats biologiques entre les différents niveaux"	"Acquérir deux téléphones portables"	"1"	"2019"	"201000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Renforcer le système de communication entre acteurs du système du Laboratoire pour la gestion des résultats biologiques entre les différents niveaux"	"Mettre les responsables du laboratoire des hôpitaux de zone, CHD et Laboratoire national en corporate"	"1-3"	"2019-2021"	"7200000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Renforcer le système de communication entre
acteurs du système du
Laboratoire pour la
gestion des résultats
biologiques entre les
différents niveaux"	"Faire la jointure du corporate du laboratoire avec celui de la surveillance épidémiologique"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Rendre disponibles le manuel de procédures opérationnelles pour les tests de laboratoires des maladies à potentiels épidémique biologie humaine et vétérinaire"	"Organiser un atelier (10 personnes pendant 5 jours) pour l'élaboration du manuel de procédures opérationnelles pour les tests de laboratoires des maladies à potentiel épidémique"	"1"	"2019"	"3955000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Equiper le Laboratoire National de Santé Publique pour assurer le transport actif des échantillons infectieux."	"Equiper le Laboratoire National de Santé Publique avec 1 véhicule (Pick up) pour le transport actif des échantillons infectieux."	"1"	"2019"	"25000000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Equiper le Laboratoire National de Santé Publique pour assurer le transport actif des échantillons infectieux."	"Assurer l'envoi de quelques échantillons infectieux vers les centres collaborateurs de l'OMS pour contrôle de conformité"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Assurer le transport actif des échantillons infectieux vers le Laboratoire National de Santé Publique"	"Organiser tous les 2 mois, en 2 équipes (chauffeur et biologiste) la collecte des échantillons infectieux dans les douze départements suivant les itinéraires : 1- Natitingou, Djougou, Dassa, Bohicon, Aplahoué, Lokossa et 2- Kandi, Parakou, Pobè, Porto Novo"	"1-3"	"2019-2021"	"14160000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Former les personnels à la démarche AQ"	"Former 150 Biologistes Médicaux en 5 sessions de 30 participants pendant 3 jours sur la démarche AQ"	"1,3"	"2019-2021"	"43750000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Former les personnels à la démarche AQ"	"Former 25 techniciens de laboratoire en santé animale en une session de 3 jours sur la démarche AQ"	"1,3"	"2019-2021"	"8750000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Assurer l'inspection des laboratoires de biologie médicale"	"Prendre un arrêté pour l'inspection des laboratoires de biologie médicale"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Assurer l'inspection des laboratoires de biologie médicale"	"Organiser une inspection annuelle des 40 laboratoires de du Réseau National des Laboratoires de surveillance (santé humaine et animale…) 2 équipes de 3 personnes et 1 chauffeur pendant 2 semaines"	"1-3"	"2019-2021"	"16080000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Organiser la surveillance des produits de diagnostic in vitro (réactifs)"	"Organiser un atelier de 10
personnes pendant 5 jours à
Bohicon pour l'élaboration du
document de guide de
surveillance des produits de
diagnostic in vitro (réactifs)"	"1"	"2019"	"3955000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Organiser la surveillance des produits de diagnostic in vitro (réactifs)"	"Organiser un atelier de 25 personnes pendant 3 jours pour la validation du document de guide de surveillance des produits de diagnostic in vitro (réactifs)"	"2"	"2020"	"4375000"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Organiser la surveillance des produits de diagnostic in vitro (réactifs)"	"Assurer le fonctionnement de l'organe nationale de réglementation chargée de la qualification ou de l’enregistrement des dispositifs de diagnostic in vitro"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Mettre en place un programme d'Evaluation Externe de la Qualité"	"Créer l'unité d'évaluation externe de la qualité"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.1 National Laboratory System"	"Mettre en place un programme d'Evaluation Externe de la Qualité"	"Mettre en place le programme d'Evaluation Externe de la Qualité dans les laboratoires de biologie humaine"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance à base communautaire"	"Former 1 relais communautaire par village/quartier de ville du Bénin (5300 agents communautaires en 177 sessions de 3 jours sur la surveillance à base communautaire)"	"1-3"	"2019-2021"	"416700000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance à base communautaire"	"Former 675 chefs postes (22 sessions de 2 jours) sur la supervision des activités des relais communautaires"	"1-3"	"2019-2021"	"58440000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Plaider pour la mise en place du Service de l’Intelligence Epidémiologique au Bénin"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Mettre en place une structure pilote du Service de l’Intelligence Epidémiologique au sein de la DNSP ;"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Nommer les membres du Service de l’Intelligence Epidémiologique au niveau national ;"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Identifier les points focaux aux niveaux intermédiaire et périphérique du Ministère de la santé et des autres secteurs ;"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Organiser le briefing des acteurs"	"1"	"2019"	"375000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Développer les Modes Opératoires Standards pour la collecte, l’analyse et le triage des rumeurs ; consultant"	"1"	"2019"	"625000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Atelier de validation 2 jours 50pps à Bohicon des Modes Opératoires Standards pour la collecte/analyse & triage des rumeurs"	"1"	"2019"	"8500000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Démarrer la mise en œuvre de
l'Unité de l’Intelligence
Epidémiologique"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Etablir un lien entre EIE, COUS, SIMR, CNLS-TP, PNRRC-ACC, HAAC, Police"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Mettre en place la surveillance basée sur les évènements"	"Prendre un arrêté portant création, organisation et fonctionnement de l'Unité de l’Intelligence Epidémiologique au Bénin ;"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Doter de forfait internet annuel les agents impliqués dans la compilation et la transmission des données de la surveillance épidémiologique de la santé humaine au Bénin"	"Dotation de forfait internet annuel au profit des agents impliqués dans la compilation et la transmission des données de la surveillance épidémiologique de la santé humaine au Bénin"	"1-3"	"2019-2021"	"27360000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Organiser un atelier d'échange d'expérience annuel entre les chargés de la surveillance épidémiologique de la santé humaine et ceux de la santé animale"	"Organiser annuellement un atelier de 2 jours de partage d'expérience entre les chargés de la surveillance épidémiologique de la santé humaine et ceux de la santé animale pour 30 participants"	"1-3"	"2019-2021"	"21040000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Acquérir 50 GPS au profit des chargés de surveillance épidémiologique des Zones sanitaires, DDS et Service de l'épidémiologie du Ministère de la Santé"	"Acquérir 50 GPS au profit des chargés de surveillance épidémiologique des Zones sanitaires, DDS et Service de l'épidémiologie du Ministère de la Santé"	"1"	"2019"	"4000000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Former les chargés de surveillance épidémiologique des Zones sanitaires, DDS et du Service de l'épidémiologie du Ministère de la Santé sur l’utilisation et l'exploitation des données prises par le GPS et système d'Information Géographique GIS"	"Former et mise à jour les 50 chargés de surveillance épidémiologique des Zones sanitaires, DDS et du Service de l'épidémiologie du Ministère de la Santé sur l’utilisation et l'exploitation des données prises par le GPS en 2 Sessions de 4 jours"	"1"	"2019"	"17420000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Former / Recycler les chargés de surveillance épidémiologique des Zones sanitaires et DDS sur la gestion des données"	"Former/Recycler en 4 jours les 46 chargés de surveillance épidémiologique des Zones sanitaires et DDS sur la gestion des données en 2 sessions de 30 participants chaque deux ans"	"1,3"	"2019, 2021"	"34840000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Produire et diffuser systématiquement les bulletins de surveillance épidémiologique prenant en compte le concept One Health trimestriellement aux niveaux Zone sanitaire et départemental et
semestriellement au
niveau national"	"Produire et diffuser systématiquement 100 exemplaires de bulletin trimestriel Epidémiologique au niveau zone sanitaire"	"1-3"	"2019-2021"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Produire et diffuser systématiquement les bulletins de surveillance épidémiologique prenant en compte le concept One Health trimestriellement aux niveaux Zone sanitaire et départemental et semestriellement au niveau national"	"Produire et diffuser systématiquement 100 exemplaires de bulletin Trimestriel Epidémiologique au niveau départemental"	"1-3"	"2019-2021"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Produire et diffuser systématiquement les bulletins de surveillance épidémiologique prenant en compte le concept One Health trimestriellement aux niveaux Zone sanitaire et départemental et semestriellement au niveau national"	"Produire et diffuser systématiquement 500 exemplaires de bulletin Semestriel Epidémiologique au niveau départemental"	"1-3"	"2019-2021"	"0"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Former les agents de santé en service dans les structures sanitaires publiques et privées du Bénin sur la Surveillance Intégrée des Maladies et Riposte (SIMR)"	"Former 34 Responsables de Centres de Surveillances Epidémiologiques des zones sanitaires en une session de 5 jours sur la SIMR"	"1"	"2019"	"13945000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Former les agents de santé en service dans les structures sanitaires publiques et privées du Bénin sur la Surveillance Intégrée des Maladies et Riposte (SIMR)"	"Former 40 chargés de la Surveillance Epidémiologique des hôpitaux de zones, CHD et CHU en une session de 5 jours sur la SIMR"	"1"	"2019"	"15430000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Former les agents de santé en service dans les structures sanitaires publiques et privées du Bénin sur la Surveillance Intégrée des Maladies et Riposte (SIMR)"	"Former 100 Epidémiologistes de terrain (FETP) en 3 sessions de 5 jours sur la SIMR"	"1"	"2019"	"39333000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Former les agents de santé en service dans les structures sanitaires publiques et privées du Bénin sur la Surveillance Intégrée des Maladies et Riposte (SIMR)"	"Former 1792 agents de santé des structures sanitaires publiques en 59 sessions de 5 jours sur la SIMR"	"3"	"2021"	"479700000"	"CFA (2019)"	NA
"Benin"	"D.2 Surveillance"	"Former les agents de santé en service dans les structures sanitaires publiques et privées du Bénin sur la Surveillance Intégrée des Maladies et Riposte (SIMR)"	"Former 210 agents de santé des structures sanitaires privés en 7 sessions de 5 jours sur la SIMR"	"1-3"	"2019-2021"	"42720000"	"CFA (2019)"	NA
"Benin"	"D.3 Reporting"	"Mettre en place un mécanisme formel permettant au point focal national RSI et au point de contact OIE d’échanger des informations (RPFN) et de notifier une USSPI."	"Installer officiellement par une
réunion de 1 jour regroupant 30
participants y compris les
Ministres, tous de Cotonou le
PFNRSI2005, la plateforme \"one
health\" et le comité
multisectoriel d'évaluation"	"1"	"2019"	"2225000"	"CFA (2019)"	NA
"Benin"	"D.3 Reporting"	"Mettre en place un mécanisme formel permettant au point focal national RSI et au point de contact OIE d’échanger des informations (RPFN) et de notifier une USSPI."	"Prendre un acte administratif pour mettre en place les différents comités multisectoriels pour évaluer des évènements potentiels à des fins de notification"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.3 Reporting"	"Mettre en place un mécanisme formel permettant au point focal national RSI et au point de contact OIE d’échanger des informations (RPFN) et de notifier une USSPI."	"Former le PFNRSI et 10 autres cadres en 2 jours sur les différents outils d'évaluation et de notification des USPPI"	"1"	"2019"	"3570000"	"CFA (2019)"	NA
"Benin"	"D.3 Reporting"	"Mettre en place un mécanisme formel permettant au point focal national RSI et au point de contact OIE d’échanger des informations (RPFN) et de notifier une USSPI."	"Doter chaque PF sectoriel d'un équipement nécessaire pour le fonctionnement (ordinateur),"	"1"	"2019"	"2000000"	"CFA (2019)"	NA
"Benin"	"D.3 Reporting"	"Mettre en place un mécanisme formel permettant au point focal national RSI et au point de contact OIE d’échanger des informations (RPFN) et de notifier une USSPI."	"Doter chaque PF sectoriel d'un équipement nécessaire pour le fonctionnement (crédit de connexion, corporate) pour permettre la communication entre les points Focaux, l'accès aux différentes formations)"	"1-3"	"2019-2021"	"2520000"	"CFA (2019)"	NA
"Benin"	"D.3 Reporting"	"Mettre en place un mécanisme formel permettant au point focal national RSI et au point de contact OIE d’échanger des informations (RPFN) et de notifier une USSPI."	"Organiser un exercice de simulation sur table intégré prenant en compte la notification d'une USSPI d'épidémie, simulation de catastrophes naturels par un groupe de 12 cadres pendant 3 jours (y compris facilitateurs)"	"1-3"	"2019-2021"	"11916000"	"CFA (2019)"	NA
"Benin"	"D.3 Reporting"	"Elaborer des procédures opératoires normalisées pour l’approbation et la notification pour toute urgence de santé publique de portée internationale potentielle à l’OMS et à l’OIE, (DNSP, DE)"	"Elaborer, tester et valider des procédures opérationnelles standardisées pour l'approbation et la notification d'une urgence de santé publique potentielle à l'OMS et à l’OIE par un atelier de 3 jours regroupant 10 cadres non résidants"	"1"	"2019"	"3039000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Former des spécialistes pluridisciplinaires par département (virologues, Infectiologues, Epidémiologistes, Psychologues etc.)"	"Octroyer des bourses de formation des profils suivants : (1 : virologue ; 6 : Infectiologues ; 9 Epidémiologistes de terrain niveau avancé, Psychologue, Sociologue)"	"1-3"	"2019-2021"	"240000000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Former des spécialistes pluridisciplinaires par département (virologues, Infectiologues, Epidémiologistes, psychologues etc.)"	"Diffuser l'opportunité de recrutement 32 techniciens de laboratoire niveau Master et 32 techniciens niveau licence"	"1"	"2019"	"500000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Mettre en place une base de données des ressources humaines par type de qualification des domaines du RSI pour le déploiement à l'extérieur du pays lors de la gestion d'une USPPI en cas de besoin"	"Organiser à Bohicon un atelier pluridisciplinaire d'identification et de conception d'une base de données sur les différents profils de ressources humaines mobilisable"	"1"	"2019"	"14773000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Concevoir une procédure de mobilisation des ressources humaines complémentaires extérieures vers le pays en cas d'une Urgence de Santé Publique et si besoin"	"Organiser à Bohicon, un atelier pluridisciplinaire de conception des procédures de mobilisation des ressources humaines extérieures vers le pays"	"1"	"2019"	"14773000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Mettre en place un programme de formation en épidémiologie de terrain de niveau intermédiaire pour la formation de trente-quatre (34) participants."	"Organiser une concertation entre les écoles de formation (IRSP, ENATSE), la DNSP et la coordination du programme FETP pour définir les profils des participants et le contenu de la formation pour le niveau intermédiaire ; Atelier avec 20pps 2jrs Bohicon"	"1"	"2019"	"3390000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Mettre en place un programme de formation en épidémiologie de terrain de niveau intermédiaire pour la formation de trente-quatre (34) participants."	"Adresser une requête aux PTF (CDC, OMS …)"	"1-2"	"2019-2020"	"0"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Mettre en place un programme de formation en épidémiologie de terrain de niveau intermédiaire pour la formation de trente-quatre (34) participants."	"Formation des 34 participants : ateliers de formation, formation sur le terrain, suivi des supervisons, etc."	"1"	"2019"	"199000000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Plaider pour l'introduction au niveau de l'ENATSE et de l'IRSP des modules de FETP pour pérenniser la formation au niveau national"	"Organiser un atelier de concertation pour l'introduction du programme FETP à l'ENATSE et à l'IRSP de 5 jours pour 30 participants"	"1"	"2019"	"10495000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Mettre en place un mécanisme de motivation des agents impliqués des opérations de réponses aux urgences de santé publique"	"Mettre en place une cellule (composée de cadres avertis et expérimentés) en charge de la sécurité (Physique et sanitaire) des agents impliqués dans la riposte aux urgences de santé publique"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Mettre en place un mécanisme de motivation des agents impliqués des opérations de réponses aux urgences de santé publique"	"Mettre en place un mécanisme de briefing pré déploiement sur la sécurité physique et sanitaire des agents impliqués dans la gestion des urgences de santé publique"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Mettre en place un mécanisme de motivation des agents impliqués des opérations de réponses aux urgences de santé publique"	"Faire le suivi de la sécurité des agents impliqués dans la gestion des urgences de santé publique lors des événements ; 8 superviseurs 12 départements 3 jours"	"1-3"	"2019-2021"	"21600000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Mettre en place un mécanisme de motivation des agents impliqués des opérations de réponses aux urgences de santé publique"	"Déterminer une prise en charge financière attrayante pour la mobilisation des agents retenus pour la réponse à une urgence de santé publique"	"1-3"	"2019-2021"	"20000000"	"CFA (2019)"	NA
"Benin"	"D.3 Human Resources"	"Mettre en place un mécanisme de motivation des agents impliqués des opérations de réponses aux urgences de santé publique"	"Faire des propositions à la hiérarchie pour une distinction des agents méritants après la gestion d'une urgence de santé publique"	"1-3"	"2019-2021"	"4000000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan national multirisque multisectoriel de préparation et d’action en cas d’urgence de santé publique pour assurer les principales capacités requises au titre du RSI"	"Organiser un atelier (50 personnes pendant 5 jours) pour élaborer le plan national multirisque"	"1"	"2019"	"17275000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan national multirisque multisectoriel de préparation et d’action en cas d’urgence de santé publique pour assurer les principales capacités requises au titre du RSI"	"Organiser un atelier (03 jours avec 60 participants) pour la validation du plan multirisque"	"1"	"2019"	"13555000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan national multirisque multisectoriel de préparation et d’action en cas d’urgence de santé publique pour assurer les principales capacités requises au titre du RSI"	"Imprimer et disséminer le plan multirisque"	"1"	"2019"	"750000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan national multirisque multisectoriel de préparation et d’action en cas d’urgence de santé publique pour assurer les principales capacités requises au titre du RSI"	"Réaliser des exercices de simulation en vue de tester les différents plans et dispositif mis en place"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan national multirisque multisectoriel de préparation et d’action en cas d’urgence de santé publique pour assurer les principales capacités requises au titre du RSI"	"Identifier et renforcer tous les cadres de collaborations existant pour la gestion des urgences"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan national multirisque multisectoriel de préparation et d’action en cas d’urgence de santé publique pour assurer les principales capacités requises au titre du RSI"	"Créer et rendre fonctionnel six (06) CTE au plan National"	"1-3"	"2019-2021"	"3000000000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan national multirisque multisectoriel de préparation et d’action en cas d’urgence de santé publique pour assurer les principales capacités requises au titre du RSI"	"Organiser le renforcement des capacités des équipes d’interventions rapides installées à tous les niveaux de la pyramide sanitaire y compris le niveau communautaire ; formation de 29 équipes rapides de 10pps en atelier de 8jrs"	"1-2"	"2019-2020"	"178810000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan de gestion logistique et de distribution des ressources nationales (ressources humaines, matérielles et financières) sur la base de l’évaluation"	"Organiser d'un atelier de 30 personnes (05 jours) pour l'élaboration d'un plan de gestion logistique"	"1"	"2019"	"10495000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan de gestion logistique et de distribution des ressources nationales (ressources humaines, matérielles et financières) sur la base de l’évaluation"	"Organiser un atelier (02 jours) avec 50 participants pour validation du plan"	"1"	"2019"	"8500000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Elaborer un plan de gestion logistique et de distribution des ressources nationales (ressources humaines, matérielles et financières) sur la base de l’évaluation"	"Imprimer et disséminer le plan de gestion logistique"	"1"	"2019"	"750000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Former les membres de la PNRR-ACC, l’ANPC, les préfets sur le RSI"	"Organiser un atelier de
formation à l'intention de 50
personnes (03 jours)"	"1"	"2019"	"11425000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Former les responsables de la lutte contre les épidémies sur la gestion des crises sanitaires à tous niveaux."	"Organiser six sessions (de 30 personnes) de formation sur la gestion des crises sanitaires"	"1-2"	"2019-2020"	"62970000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Actualiser, de façon périodique, la cartographie de tous les risques en collaboration avec les organes de mise en œuvre de l’INC"	"Organiser un atelier de 50 personnes pendant 3 jours pour l'actualisation de la cartographie des risques"	"1-3"	"2019-2021"	"34275000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Actualiser, de façon périodique, la cartographie de tous les risques en collaboration avec les organes de mise en œuvre de l’INC"	"Acquérir un Logiciel pour faciliter la cartographie des risques en se basant sur les expériences acquises dans le domaine au Ministère en charge de l’environnement et l’Agence Nationale de Protection Civile"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Mettre en place une base de données rationnelle et spatiale de prévention et de gestion des urgences sanitaires"	"Recruter un consultant pour concevoir la base de données rationnelle et spatiale de prévention et de gestion des urgences sanitaires"	"1"	"2019"	"20000000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Mettre en place une base de données rationnelle et spatiale de prévention et de gestion des urgences sanitaires"	"Actualiser régulièrement la base de données rationnelle et spatiale de prévention et de gestion des urgences sanitaires"	"1-3"	"2019-2021"	"0"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Réaliser un inventaire complet des ressources nécessaires pour la gestion des risques sanitaires en relation avec les autres acteurs"	"Réaliser un inventaire complet des ressources nécessaires pour la gestion des risques sanitaires en relation avec les autres acteurs"	"1-3"	"2019-2021"	"17100000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Créer et rendre fonctionnel le COUS"	"Nommer le point Focal COUS"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Rendre fonctionnel le COUS"	"Faire un plaidoyer auprès du gouvernement pour mettre à disposition des ressources humaines spécifiques du COUS"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Rendre fonctionnel le COUS"	"Organiser un atelier trois jours de formation à Cotonou pour dix agents du staff du COUS en gestion des urgences"	"1"	"2019"	"1605000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Rendre fonctionnel le COUS"	"Organiser un atelier trois jours de formation à Cotonou pour dix agents du staff du COUS (Recruter un consultant international pour mener la
formation)"	"1"	"2019"	"3410976"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Rendre fonctionnel le COUS"	"Former le personnel du COUS et les points focaux des autres ministères en Mode opératoire normalisé pour la gestion des urgences (30 personnes au niveau national 2 jours en région)"	"1"	"2019"	"5140000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Doter les Centre de traitement d'ambulances spécialisées et personnel spécialisé"	"Acquérir de 12 ambulances médicalisées"	"1"	"2019"	"660000000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Doter les Centre de traitement d'ambulances spécialisées et personnel spécialisé"	"Assurer la formation de 24 ambulanciers sur les lignes directives de transport des cas ; 2 jours en région"	"1"	"2019"	"5260000"	"CFA (2019)"	NA
"Benin"	"R.1 Preparedness"	"Former le personnel des points d'entrées sur les différentes procédures de détection, de prise en charge et de la référence des cas des urgences vers les centres de référence"	"Organiser 3 Ateliers de formation (3 jours de 50 personnes chacun avec 5 formateurs)"	"1"	"2019"	"37230000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Institutionnaliser le COUS"	"Mettre en place le cadre juridique du COUS"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Institutionnaliser le COUS"	"Organiser à Cotonou une rencontre de deux jours à l'intention de dix personnes pour faire la description de poste des personnels du COUS"	"1"	"2019"	"720000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Institutionnaliser le COUS"	"Organiser un atelier (05 jours pour trente participants) pour l'élaboration du manuel de procédures (y compris les POS sur l’activation et le déploiement des Equipes Médicales d’Urgence)."	"1"	"2019"	"12220000"	"CFA (2019)"	NA
