"country"	"core_capacity"	"requirement"	"action"	"year_number"	"year_calendar"	"cost"	"currency"	"notes"
"Timor-Leste"	"P.7 Immunization"	"Strengthen the distribution system and develop new approach to avoid vaccines stock out in any situation at any facilities"	"Conduct supervision visit to all health facilities"	"1"	"2020"	"2,080"	"USD (2020)"	NA
"Timor-Leste"	"P.7 Immunization"	"Strengthen the distribution system and develop new approach to avoid vaccines stock out in any situation at any facilities"	"Conduct supervision visit to all health facilities"	"2"	"2021"	"2,080"	"USD (2020)"	NA
"Timor-Leste"	"P.7 Immunization"	"Strengthen the distribution system and develop new approach to avoid vaccines stock out in any situation at any facilities"	"Conduct supervision visit to all health facilities"	"3"	"2022"	"2,080"	"USD (2020)"	NA
"Timor-Leste"	"P.7 Immunization"	"Strengthen the distribution system and develop new approach to avoid vaccines stock out in any situation at any facilities"	"Conduct supervision visit to all health facilities"	"4"	"2023"	"2,080"	"USD (2020)"	NA
"Timor-Leste"	"P.7 Immunization"	"Strengthen the distribution system and develop new approach to avoid vaccines stock out in any situation at any facilities"	"Conduct supervision visit to all health facilities"	"5"	"2024"	"2,080"	"USD (2020)"	NA
"Timor-Leste"	"P.7 Immunization"	"Strengthen the distribution system and develop new approach to avoid vaccines stock out in any situation at any facilities"	"Develop pull system as new approach to reduce vaccine cost distribution and avoid stock out at any level of the implementation"	"1"	"2020"	"7,716"	"USD (2020)"	NA
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOH/ NHL)"	"1"	"2020"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOH/ NHL)"	"2"	"2021"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOH/ NHL)"	"3"	"2022"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOH/ NHL)"	"4"	"2023"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOH/ NHL)"	"5"	"2024"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOAF/ Veterinary)"	"1"	"2020"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOAF/ Veterinary)"	"2"	"2021"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOAF/ Veterinary)"	"3"	"2022"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOAF/ Veterinary)"	"4"	"2023"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Fellowship for both human and animal laboratory staff (MOAF/ Veterinary)"	"5"	"2024"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Laboratory short courses at Pacific Paramedical Training Center"	"1"	"2020"	"94,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Laboratory short courses at Pacific Paramedical Training Center"	"2"	"2021"	"94,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Laboratory short courses at Pacific Paramedical Training Center"	"3"	"2022"	"94,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Laboratory short courses at Pacific Paramedical Training Center"	"4"	"2023"	"94,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Laboratory short courses at Pacific Paramedical Training Center"	"5"	"2024"	"94,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Procurement of laboratory supplies"	"2"	"2021"	"100,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Procurement of laboratory supplies"	"3"	"2022"	"100,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Procurement of laboratory supplies (MOAF/ Veterinary)"	"2"	"2021"	"70,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory capacity for diagnostic and surveillance testing"	"Procurement of laboratory supplies (MOAF/ Veterinary)"	"3"	"2022"	"70,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Improve laboratory infrastructure and expand laboratory space at NHL for infectious disease testing and AMR surveillance"	"Improve laboratory infrastructure and expand laboratory space at NHL for infectious disease testing and AMR surveillance
Renovation and expansion of laboratory (MOH/ NHL)"	"2"	"2021"	"180,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Improve laboratory infrastructure and expand laboratory space at NHL for infectious disease testing and AMR surveillance"	"Improve laboratory infrastructure and expand laboratory space at NHL for infectious disease testing and AMR surveillance
Renovation and expansion of laboratory (MOAF/ Veterinary)"	"2"	"2021"	"70,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Improve laboratory infrastructure and expand laboratory space at NHL for infectious disease testing and AMR surveillance"	"Procure generator"	"2"	"2021"	"17,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Improve laboratory infrastructure and expand laboratory space at NHL for infectious disease testing and AMR surveillance"	"Procure incinerator"	"2"	"2021"	"3,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance service for low and high-risk laboratory at National Tuberculosis Reference Laboratory"	"1"	"2020"	"40,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance service for low and high-risk laboratory at National Tuberculosis Reference Laboratory"	"2"	"2021"	"40,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance service for low and high-risk laboratory at National Tuberculosis Reference Laboratory"	"3"	"2022"	"40,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance service for low and high-risk laboratory at National Tuberculosis Reference Laboratory"	"4"	"2023"	"40,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance service for low and high-risk laboratory at National Tuberculosis Reference Laboratory"	"5"	"2024"	"40,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance and repair service for Biosafety Cabinet"	"1"	"2020"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance and repair service for Biosafety Cabinet"	"2"	"2021"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance and repair service for Biosafety Cabinet"	"3"	"2022"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance and repair service for Biosafety Cabinet"	"4"	"2023"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance and repair service for Biosafety Cabinet"	"5"	"2024"	"20,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance for other laboratory equipment"	"1"	"2020"	"85,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance for other laboratory equipment"	"2"	"2021"	"85,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance for other laboratory equipment"	"3"	"2022"	"85,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance for other laboratory equipment"	"4"	"2023"	"85,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Ensure periodic maintenance and calibration of equipment"	"Conduct maintenance for other laboratory equipment"	"5"	"2024"	"85,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Increase spectrum, coverage and efficiency of public health testing in the country"	"Training on laboratory method for food and water analysis"	"1"	"2020"	"28,256"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Increase spectrum, coverage and efficiency of public health testing in the country"	"Training on laboratory method for food and water analysis"	"2"	"2021"	"28,256"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Increase spectrum, coverage and efficiency of public health testing in the country"	"Training on laboratory method for food and water analysis"	"3"	"2022"	"28,256"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Increase spectrum, coverage and efficiency of public health testing in the country"	"Training on laboratory method for food and water analysis"	"4"	"2023"	"28,256"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Increase spectrum, coverage and efficiency of public health testing in the country"	"Training on laboratory method for food and water analysis"	"5"	"2024"	"28,256"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Increase spectrum, coverage and efficiency of public health testing in the country"	"Recruit laboratory technical consultant for toxicology, food and water analysis"	"1"	"2020"	"13,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Increase spectrum, coverage and efficiency of public health testing in the country"	"Recruit laboratory technical consultant for toxicology, food and water analysis"	"2"	"2021"	"13,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Recruit qualified laboratory technologist"	"Recruit and retain qualified laboratory technologist"	"1"	"2020"	"66,300"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Recruit qualified laboratory technologist"	"Recruit and retain qualified laboratory technologist"	"2"	"2021"	"66,300"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Recruit qualified laboratory technologist"	"Recruit and retain qualified laboratory technologist"	"3"	"2022"	"66,300"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Recruit qualified laboratory technologist"	"Recruit and retain qualified laboratory technologist"	"4"	"2023"	"66,300"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Recruit qualified laboratory technologist"	"Recruit and retain qualified laboratory technologist"	"5"	"2024"	"66,300"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory test handbook"	"Recruit national consultant to develop laboratory handbook"	"1"	"2020"	"2,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Procure laboratory equipment and reagents required for testing priority diseases"	"Procurement of BD Phoenix (TM) Automated Identification and Susceptibility testing System"	"2"	"2021"	"80,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOH/ NHL)"	"1"	"2020"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOH/ NHL)"	"2"	"2021"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOH/ NHL)"	"3"	"2022"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOH/ NHL)"	"4"	"2023"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOH/ NHL)"	"5"	"2024"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOAF/ Veterinary)"	"1"	"2020"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOAF/ Veterinary)"	"2"	"2021"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOAF/ Veterinary)"	"3"	"2022"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOAF/ Veterinary)"	"4"	"2023"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Participate in External Quality Assessment Program"	"Enrollment in external quality assessment program for all laboratory tests conducted (MOAF/ Veterinary)"	"5"	"2024"	"7,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish specimen referral network within the country and to WHO Collaborating Centres"	"Contract overseas laboratory to receive and test samples"	"1"	"2020"	"10,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish specimen referral network within the country and to WHO Collaborating Centres"	"Contract overseas laboratory to receive and test samples"	"2"	"2021"	"10,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish specimen referral network within the country and to WHO Collaborating Centres"	"Contract overseas laboratory to receive and test samples"	"3"	"2022"	"10,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish specimen referral network within the country and to WHO Collaborating Centres"	"Contract overseas laboratory to receive and test samples"	"4"	"2023"	"10,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish specimen referral network within the country and to WHO Collaborating Centres"	"Contract overseas laboratory to receive and test samples"	"5"	"2024"	"10,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish specimen transport system within the laboratory tiered network"	"Procure two 4WD vehicles to support the existing transport mechanism"	"1"	"2020"	"70,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish specimen transport system within the laboratory tiered network"	"Procure additional vehicle"	"1"	"2020"	"3,000"	"USD (2020)"	"Above cost is 70,000 for two 4WD vehicles, this cost could be a typo or error given difference in estimated cost for a vehicle; Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop specimen management guidelines"	"Hire consultant to draft specimen management guidelines (MOH/NHL)"	"1"	"2020"	"2,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop specimen management guidelines"	"Hire consultant to draft specimen management guidelines (MOAF/ Veterinary)"	"1"	"2020"	"1,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish service agreements with courier companies for overseas referrals"	"Establish contract agreement with courier company for international shipment"	"1"	"2020"	"6,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish service agreements with courier companies for overseas referrals"	"Establish contract agreement with courier company for international shipment"	"2"	"2021"	"6,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish service agreements with courier companies for overseas referrals"	"Establish contract agreement with courier company for international shipment"	"3"	"2022"	"6,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish service agreements with courier companies for overseas referrals"	"Establish contract agreement with courier company for international shipment"	"4"	"2023"	"6,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish service agreements with courier companies for overseas referrals"	"Establish contract agreement with courier company for international shipment"	"5"	"2024"	"6,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory transport system"	"Conduct annual laboratory review meeting"	"1"	"2020"	"8,280"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
